api_name,text_clean
AddClusterGroupSetDependency,Adds a dependency between two cluster groupsets.
AddClusterGroupToGroupSetDependency,Adds a dependency between a cluster group and a cluster groupset.
AddClusterNode,Adds a node to an existing cluster.
AddClusterResourceDependency,Creates a dependency relationship between two resources.
AddClusterResourceNode,Adds a node to the list of possible nodes that a resource can run on.
AddComboBox,Adds a combo box to the dialog.
AddComponent,adds a database or file group as a component to be backed up.
AddComponent,Adds a file group to an express writer's set of components to be backed up.
AddComponent,Used to explicitly add to the backup set.
AddComponentDependency,"allows a writer to indicate that a component it manages has an explicit writer-component dependency; that is, another component in another writer must be backed up and restored with it."
AddComponentDependency,"Allows an express writer to indicate that a component it manages has an explicit writer-component dependency; that is, another component  must be backed up and restored with it."
AddConditionalAce,Adds a conditional access control entry to the specified access control list .
AddConfiguration,Adds an interaction configuration for the viewport.
AddConnection,Increments the count of an object's strong external connections.
AddConnectNotify,Called before and after each add connection operation  is attempted by the Multiple Provider Router .
AddContent,"Adds secondary content, such as a panning indicator, to a viewport."
AddContent,"Associates content  with the compositor, assigns a composition device to the content, and specifies the position of the content in the composition tree relative to other composition visuals."
AddContentWithCrossProcessChaining,"Associates content  with the compositor, assigns a composition device to the content, and specifies the position of the content in the composition tree relative to other composition visuals."
AddContextMenuItems,Allows you to create context menu items for a cluster object and add the items to a Failover Cluster Administrator context menu.
AddControlItem,Adds an item to a container control in the dialog.
AddControlSubscription,Adds a camera control to the list of controls for which IMFCameraControlNotify::OnChange notifications will be raised.
AddCreateFlags,Set additional flags that will be included in the call to CreateProcess.
AddCredentialsA,Adds a credential to the list of credentials.
AddCredentialsW,Adds a credential to the list of credentials.
AddCubic,Adds a cubic polynomial segment that describes the shape of a transition curve to the animation function.
AddCubic,Adds a cubic polynomial segment to the animation function.
AddCurve,adds a cardinal spline to the current figure of this path.
AddCustomStylusDataToQueue,Adds custom data to the specified queue of the RealTimeStylus Class object.
AddData,Adds the contents of a root storage to the staged image file. This storage will be enumerated to place all substorages and streams in the root file system of the stage image file. Substorages become folders and streams become files.
AddDatabaseFiles,indicates the file set  that make up the database component to be backed up.
AddDatabaseLogFiles,"indicates the log files that are associated with a database to be backed up, as well as their location."
AddDataBlock,Adds a data block to a link.
AddDataSource,Adds a timed-text data source.
AddDataSourceFromUrl,Adds a timed-text data source from the specified URL.
AddDefaultScopeRule,Adds a URL as the default scope for this rule.
AddDefines,Adds additional defines to this list of compiler arguments.
AddDelegatedPolicyUser,Adds the specified security identifier in text form to the list of principals that act as delegated policy users.
AddDelegatedPolicyUserName,Adds the specified account name to the list of principals that act as delegated policy users.
AddDesktopItem,Adds a desktop item.
AddDesktopItemWithUI,"Adds a desktop item to the Active Desktop after displaying user interfaces that confirm the addition of the desktop item, verifying security zone permissions, and asking if the user wants to create a subscription."
AddDeviceSourceInfo,Informs the pipeline the virtual camera will require exclusive control to the physical camera specified by the specified device symbolic name.
AddDictionaryItem,"Adds an item to a ResourceDictionary, and re-resolves all elements in the tree that reference a resource with the specified key."
AddDiffArea,Adds a shadow copy storage area association for the specified volume.
AddDifferencedFilesByLastModifyTime,Used by a writer to indicate that a file set  should be evaluated against a last modification time stamp for inclusion in a time stamped incremental or differential backup using entire files.
AddDirectedTarget,"allows a writer to indicate at restore time that when a file is to be restored, it  should be remapped."
AddDirectory,Adds a directory to the file system image.
AddDirectoryObject,adds an ITDirectoryObject object to the server. This may be a directory or a user machine mapping.
AddDirtyBox,Adds a dirty region to a volume texture resource.
AddDirtyRect,Adds a dirty region to a cube texture resource.
AddDirtyRect,Adds a dirty region to a texture resource.
AddDirtyRect,The IDirect3DCubeTexture9::AddDirtyRect adds a dirty region to a cube texture resource.
AddDisk,Adds a disk to an online pack.
AddDllDirectory,Adds a directory to the process DLL search path.
AddDynamicService,"Registers a service object for incoming requests, but does not add the service to the device host metadata. This is used for transient  services."
AddEditBox,Adds an edit box control to the dialog.
AddEffect,Adds an effect to a capture stream.
AddElement,Adds a source element to the end of the list.
AddElement,Adds an object to the collection.
AddElementEx,Provides an enhanced version of IMFMediaEngineSrcElements::AddElement to add the key system intended to be used with content to an element.
AddEllipse,adds an ellipse to this path.
AddEnrollmentServer,Saves certificate enrollment server  access credentials in the credential cache.
AddEntry,adds an individual entry to the list and assigns an index to the entry.
AddEntry,adds an individual table of contents to the collection and assigns an index to the added table of contents.
AddEntry,Creates an entry in the migration table. The method updates an existing entry.
